,id_votacion,fecha,materia,resultado,a favor,en contra,abstencion,no vota
3086,4507,2022-04-26T17:02:26,"39.- Votación separada del inciso segundo del artículo 30:

       &quot;Podrán restringirse los derechos de permanencia, circulación o traslado hacia Rapa Nui, de trabajo, ingreso de bienes o otras actividades que puedan afectar a sus habitantes, al medio ambiente o su patrimonio cultural.&quot;",RECHAZADO,98,20,33,4
3085,4508,2022-04-26T17:04:22,"40.- Artículo 31:

       &quot;Artículo 31.- Archipiélago Juan Fernández. El Archipiélago Juan Fernández es un territorio especial, conformado por las islas Robinson Crusoe, Alejandro Selkirk, Santa Clara, San Félix y San Ambrosio, así como también el territorio marítimo adyacente a ellas. El gobierno y administración de éste territorio se regirá por los estatutos especiales que establezcan las leyes respectivas.&quot;",APROBADO,116,9,25,5
3800,5022,2022-05-05T13:33:11,"1.- Artículo único.- Introdúcense los siguientes cambios en el Reglamento General:

     1. Suprímese en el artículo 6 la expresión “domingos y”.

      2.- Reemplázanse en el artículo 95, inciso cuarto, las palabras “tres días” por “dos días”.",APROBADO,97,38,6,14
3799,5023,2022-05-05T13:34:52,"2.- Sustitúyese en el artículo 97, inciso segundo, la expresión “en el plazo más breve posible” por las palabras “en el plazo de dos días”.",RECHAZADO,96,36,8,15
3798,5024,2022-05-05T13:42:21,"2.- Indicación N°1, del cc Mena, para sustituir los incisos segundo, tercero y cuarto, por los siguientes:

       (1) “El sistema tributario y las cargas públicas se fundamentan en los principios de legalidad, equidad, progresividad, no afectación, no discriminación arbitraria, justicia, irretroactividad, certeza jurídica, neutralidad, simplicidad y eficiencia.

      En ningún caso los tributos, las cargas públicas o el sistema tributario en su conjunto, tendrán alcance confiscatorio o carácter manifiestamente desproporcionado o injusto.

      Los contribuyentes tendrán derecho a reclamar las decisiones de autoridades tributarias.&quot;
",RECHAZADO,38,101,10,6
3797,5025,2022-05-05T13:50:09,"3.- Votación de los incisos, segundo, cuarto y quinto del artículo 1:

       &quot;El sistema tributario se funda en los principios de igualdad, progresividad, solidaridad y justicia material el cual, en ningún caso, tendrá alcance confiscatorio.

   ------------------

       Los tributos y los beneficios tributarios se crean, modifican o suprimen por ley, salvo las excepciones que establezca esta Constitución.

       El ejercicio de la potestad tributaria admite la creación de tributos que respondan principalmente a fines distintos de la recaudación, debiendo tener en consideración límites tales como la necesidad, la razonabilidad y la transparencia.&quot;",APROBADO,115,30,5,5
3796,5026,2022-05-05T13:52:04,"4.- Votación separada del inciso tercero del artículo 1:

       &quot;El sistema tributario tendrá dentro de sus objetivos la reducción de las desigualdades y la pobreza.&quot;

",APROBADO,104,29,17,5
3795,5027,2022-05-05T13:53:56,"4.- Indicación N°6, del cc Mena, para sustituir el artículo 3 por el siguiente:

      (3) “No afectación tributaria. Los tributos que se recauden, cualquiera que sea su naturaleza, ingresarán al patrimonio del Estado y no podrán estar afectos a un destino determinado.

       Una ley dispondrá que lo recaudado por determinados tributos que gravan actividades o bienes con una clara identificación regional o local, sea destinado, dentro del marco que la misma ley señale, a los presupuestos regionales o comunales”.
 ",RECHAZADO,41,99,9,6
3794,5028,2022-05-05T13:55:24,"5.- Artículo 3:

       &quot;Artículo 3.- De la no afectación. Los tributos que se recauden, cualquiera sea su naturaleza, ingresarán al erario público del Estado o a las entidades territoriales según corresponda conforme a la Constitución. Excepcionalmente, la ley podrá crear tributos en favor de las entidades territoriales que graven las actividades o bienes con una clara identificación con los territorios.&quot;
 ",APROBADO,114,30,5,6
3793,5029,2022-05-05T13:56:52,"6.- Indicación N°8, del cc Mena, para agregar un nuevo artículo 5 bis:

       “La ley podrá crear impuestos que graven las actividades que afecten negativamente el medio ambiente o alguno de sus componentes, cuyo diseño deberá respetar los principios del sistema tributario que esta Constitución establece. Dicha ley podrá disponer que parte del monto recaudado sea destinado al presupuesto de la entidad territorial en que se realiza la actividad gravada, en la forma que esta ley determine. Estos impuestos no podrán estar afectos a un objetivo determinado.

       Asimismo, la ley deberá disponer medidas que permitan compensar o mitigar, según sea el caso, externalidades negativas producto del desarrollo de alguna actividad a quienes se vean afectados directamente por ella. Dicha ley deberá regular la procedencia, oportunidad y determinación de tales medidas.”
 ",RECHAZADO,40,91,16,8
3792,5030,2022-05-05T13:58:32,"7.- Artículo 6:

       &quot;Artículo 6.- No discrecionalidad en la distribución de ingresos fiscales. La ley definirá el organismo encargado de recopilar y sistematizar la información necesaria para proponer al Poder Legislativo las fórmulas de distribución de los ingresos fiscales, de compensación fiscal entre entidades territoriales y de los recursos a integrar en los diversos fondos.

       Para estos efectos se deberá considerar la participación y representación de las entidades territoriales.&quot; ",APROBADO,114,33,6,2
3791,5031,2022-05-05T15:38:34,"8.- Indicación N°9, del cc Mena, para agregar un nuevo artículo 6 bis:

      “Solidaridad y no discrecionalidad presupuestaria. Los órganos del Estado y las leyes deberán promover un desarrollo territorial armónico, equitativo y solidario entre las distintas regiones autónomas y comunas autónomas del territorio de la República, especialmente con relación a la distribución de los recursos públicos.

       Para el cumplimiento de lo anterior, la ley dispondrá la creación de mecanismos de redistribución solidaria de los ingresos entre las distintas entidades territoriales, compuestos tanto por aportes de dichas entidades como del Estado Central.

       La ley establecerá al menos un fondo de desarrollo regional y otro de desarrollo comunal. Las normas de recaudación y distribución de estos fondos serán materia de ley.

       La ley deberá asegurar que la asignación de recursos públicos a las entidades territoriales a través de la Ley de Presupuestos de la Nación, fondos u otros instrumentos, se haga en base a criterios objetivos, verificables y no discrecionales.&quot;
",RECHAZADO,31,85,13,26
3790,5032,2022-05-05T15:40:21,"9.- Artículo 7:

      &quot;Artículo 7.- Fondo para Territorios Especiales. La ley creará y regulará la administración de un Fondo para Territorios Especiales, cuyos recursos serán destinados exclusivamente a los fines para los cuales fueron creados.&quot;",APROBADO,114,24,4,13
3789,5033,2022-05-05T15:42:22,"10.- Indicación N°13, del cc Mena, para sustituir el artículo 9 por el siguiente:

      “Del patrimonio de las entidades territoriales. La ley determinará las fuentes de ingresos de las entidades territoriales, sin perjuicio de su autonomía financiera en los términos reconocidos por esta Constitución. Deberá existir, a lo menos, una ley de rentas municipales y una ley de rentas regionales.”
",RECHAZADO,32,102,11,10
3788,5034,2022-05-05T15:44:25,"11.-  En votación el artículo 9, con excepción de su número 7:

       &quot;Artículo 9.- De los ingresos de las entidades territoriales. Las entidades territoriales, de conformidad a la Constitución y las leyes, tendrán las siguientes fuentes de ingresos:

       1. Los recursos asignados por la Ley de Presupuestos del Estado.
2. Los impuestos en favor de la entidad territorial 
3. La distribución de los impuestos establecida en la Ley de Presupuestos.
4. Las tasas y contribuciones.
5. La distribución de los fondos solidarios.
6. La transferencia fiscal interterritorial.
    ---------------

      8. La administración y aprovechamiento de su patrimonio.
9. Las donaciones, herencias y legados que reciban conforme a la ley.
10. Otras que determine la Constitución y la ley.&quot;

",APROBADO,117,33,0,5
3787,5035,2022-05-05T15:46:09,"17.- Votación separada del número 7 del inciso primero del artículo 9:

       &quot;7. El endeudamiento, dentro de los límites constitucionales y legales.&quot;
",RECHAZADO,99,39,9,8
3786,5036,2022-05-05T15:48:27,"21.- Artículo 10, inciso segundo:

        &quot;Las entidades territoriales solo podrán establecer tasas y contribuciones dentro de su territorio conforme a una ley marco que establecerá el hecho gravado.&quot;

          ------------------

      (Artículo 10.- Distribución de las potestades tributarias. Sólo la ley podrá crear, modificar y suprimir impuestos y beneficios tributarios aplicables a estos. )",APROBADO,109,34,7,5
3785,5037,2022-05-05T15:50:07,"22.- Artículo 10 bis:

       &quot;Artículo 10 bis.- La ley podrá establecer impuestos sobre actividades o bienes de clara identificación territorial.&quot;
",RECHAZADO,100,16,34,5
3784,5038,2022-05-05T15:51:54,"23.- Votación separada del inciso primero del artículo 12:

       &quot;Artículo 12.- Distribución de los impuestos. Los ingresos fiscales generados por impuestos serán distribuidos entre el Estado y las entidades territoriales en la forma establecida en la Ley de Presupuestos.&quot;

",APROBADO,107,8,32,8
3783,5039,2022-05-05T15:53:27,"24.- Votación separada del inciso segundo del artículo 12:

        &quot;Durante el trámite legislativo presupuestario, el organismo competente sugerirá una fórmula de distribución de ingresos fiscales, la cual considerará los criterios de distribución establecidos por la ley.&quot;
",APROBADO,109,32,6,8
3782,5040,2022-05-05T15:55:46,"25.- Votación separada del encabezado y la letra a) del artículo 15:

       &quot;Artículo 15.- Empréstito. Los gobiernos regionales y locales podrán emitir deuda en conformidad a lo que disponga la ley, general o especial, la que establecerá al menos las siguientes regulaciones:

       a) la prohibición de destinar los fondos recaudados mediante emisión de deuda o empréstitos al financiamiento de gasto corriente.&quot;
",APROBADO,107,36,6,6
3781,5041,2022-05-05T15:57:16,"26.- Votación separada de la letra b) del artículo 15:

       &quot;b) Los mecanismos que garanticen que la deuda sea íntegra y debidamente servida por el deudor.&quot;
",APROBADO,110,31,9,5
3780,5042,2022-05-05T15:58:38,"27.- Votación separada de la letra c) del artículo 15:

       &quot;c) La prohibición del establecimiento de garantías o cauciones del fisco.&quot;
",APROBADO,114,29,8,4
3779,5043,2022-05-05T16:00:07,"28.- Votación separada de la letra d) del artículo 15:

       &quot;d) El establecimiento de límites máximos de endeudamiento como porcentaje del presupuesto anual del gobierno regional y municipal respectivo y la obligación de mantener una clasificación de riesgo actualizada.&quot;
",APROBADO,107,34,3,11
3778,5044,2022-05-05T16:01:45,"29.- Votación separada de la letra e) del artículo 15:

      &quot;e) Restricciones en períodos electorales.&quot;
",APROBADO,118,25,7,5
3777,5045,2022-05-05T16:03:19,"30.- Votación separada de la letra f) del artículo 15:

      &quot;f) Estos recursos no podrán ser destinados a remuneraciones ni a gasto corriente.&quot;
",APROBADO,123,24,4,4
3776,5046,2022-05-05T16:05:01,"32.- Indicación N°20, del cc Mena, para agregar un nuevo artículo 15 bis:

       “Equilibrio presupuestario. Los presupuestos de las entidades territoriales deberán ser equilibrados en cuanto a sus ingresos y gastos.

      Sin perjuicio de lo establecido en esta Constitución, una ley regulará los plazos y procedimientos para la elaboración de los presupuestos regionales y comunales, procurando conciliar la autonomía financiera de las entidades territoriales con las políticas nacionales de desarrollo y el presupuesto de la Nación.

       Dicha ley deberá fijar indicaciones y metas de eficiencia presupuestaria asociadas a resultados e impacto de la ejecución presupuestaria anual en la calidad de vida de la ciudadanía de las comunas y regiones.

       Las leyes de rentas regionales y municipales deberán contemplar normas que regulen y resguarden la responsabilidad en el uso de los recursos públicos, en base a los principios de responsabilidad fiscal y eficiencia económica reconocidos en esta Constitución.&quot;
",RECHAZADO,49,85,16,5
3775,5047,2022-05-05T16:06:42,"30.- Votación separada del inciso primero del artículo 16:

      &quot;Artículo 16.- Solidaridad interterritorial. El Estado y las entidades territoriales deben contribuir a la corrección de las desigualdades que existan entre ellas.&quot;

",APROBADO,114,4,31,6
3774,5048,2022-05-05T16:08:10,"31.- Votación separada del inciso segundo del artículo 16:

      &quot;La ley establecerá fondos de compensación para las entidades territoriales con una menor capacidad fiscal. El organismo competente, sobre la base de criterios objetivos, sugerirá al legislador los recursos que deberán ser integrados a estos fondos.&quot;
",APROBADO,116,8,26,5
3773,5049,2022-05-05T16:09:39,"32.- Votación separada del inciso tercero del artículo 16:

       &quot;El Estado deberá realizar transferencias directas incondicionales a las entidades territoriales que cuenten con ingresos fiscales inferiores a la mitad del promedio ponderado de estas.&quot;
",APROBADO,110,31,9,5
3772,5050,2022-05-05T16:11:09,"33.- Votación separada del inciso cuarto del artículo 16:

       &quot;La ley establecerá un fondo de contingencia y estabilización macroeconómica para garantizar los recursos de las entidades territoriales ante fluctuaciones de ingresos ordinarios.&quot;
",APROBADO,106,30,10,9
3771,5051,2022-05-05T16:12:55,"34.- Artículo 16 bis:

       &quot;Artículo 16 bis.- Las regiones y comunas que cuenten con ingresos por sobre el promedio ponderado de ingresos fiscales, transferirán recursos a aquellas equivalentes con ingresos bajo el promedio. El organismo competente sugerirá una fórmula al legislador para realizar tales  transferencias.&quot;
",APROBADO,107,29,14,5
3770,5052,2022-05-05T16:14:51,"35.- Inciso segundo del artículo 20:

      &quot;Con el objeto de contar con recursos para el cuidado y la reparación de los ecosistemas, la ley podrá establecer tributos sobre actividades que afecten al medio ambiente. Asimismo, la ley podrá establecer tributos sobre el uso de bienes comunes naturales, bienes nacionales de uso público o bienes fiscales. Cuando dichas actividades estén territorialmente circunscritas, la ley debe distribuir recursos a la entidad territorial que corresponda.&quot;
",APROBADO,107,21,23,4
3769,5053,2022-05-05T16:16:31,"36.- Artículo 25:

       &quot;Artículo 25.- Transparencia tributaria. Anualmente la autoridad competente publicará los ingresos afectos a impuestos y las cargas tributarias estatales, regionales y comunales, así como los beneficios tributarios, subsidios, subvenciones o bonificaciones de fomento a la actividad empresarial, incluyendo personas naturales y jurídicas. También deberá estimarse anualmente en la Ley de Presupuestos y publicarse el costo de estos beneficios fiscales.

      La ley determinará la información que deberá ser publicada y la forma de llevarla a cabo.&quot;
 ",APROBADO,117,3,30,5
3768,5054,2022-05-05T16:18:26,"37.- Inciso segundo del artículo 27:

      &quot;La función pública se deberá brindar con pertinencia territorial, cultural y lingüística.&quot;
 ",APROBADO,103,10,37,5
3767,5055,2022-05-05T16:20:06,"38.- Inciso tercero del artículo 28:

      &quot;El Estado, en razón de dificultades para proveer servicios básicos en zonas rurales o rezagadas, deberá incentivar y apoyar sistemas cooperativos sin fines de lucro para la provisión de dichos servicios.&quot;
 ",RECHAZADO,96,31,25,3
3766,5056,2022-05-05T16:21:49,"39 .- Indicación N°33, del cc Mena, para sustituir el articulo 30 por el siguiente:

      (30) “El Estado será responsable por los daños que sus órganos causen a particulares, sin perjuicio de la responsabilidad que pudiere afectar al funcionario que hubiere causado los daños.

      La ley regulará, en lo demás, el régimen jurídico de esta responsabilidad.&quot;
",RECHAZADO,46,93,11,5
3765,5057,2022-05-05T16:23:42,"40.- Incisos primero y tercero del artículo 30:

      &quot;Artículo 30.- Responsabilidad patrimonial del Estado. El Estado será responsable por los daños que sus órganos causen por falta de servicio. 

        *******

       La ley regulará, en lo demás, el régimen jurídico de esta responsabilidad.&quot;
 ",RECHAZADO,88,40,22,5
3764,5058,2022-05-05T16:25:23,"41.- Votación separada del inciso segundo del artículo 30:

     &quot;El Estado podrá repetir en contra del funcionario que hubiere incurrido en falta personal.&quot;
 ",RECHAZADO,45,71,35,4
3763,5059,2022-05-05T16:27:47,"42.- Votación separada del inciso primero del artículo 31:

      &quot;Artículo 31.- Organización Administrativa. La ley establecerá la organización básica de la Administración Pública en el Estado y en las entidades territoriales. Cada autoridad y jefatura, dentro del ámbito de su competencia, podrá dictar normas, resoluciones e instrucciones para el mejor y más eficaz desarrollo de sus funciones.&quot;
 ",APROBADO,111,10,26,8
3762,5060,2022-05-05T16:29:16,"43.- Votación separada del inciso segundo del artículo 31:

       &quot;La ley podrá conferir, a lo menos, potestades fiscalizadoras, instructoras, normativas, interpretativas y sancionatorias a los órganos de la Administración Pública. En ningún caso estas potestades implicarán ejercicio de jurisdicción.&quot;
",APROBADO,109,30,10,6
3761,5061,2022-05-05T16:30:56,".-Artículo 34:

       &quot;Artículo 34.- La ley encomendará a un organismo la elaboración de planes para promover la modernización de la Administración del Estado, monitorear su implementación, elaborar diagnósticos periódicos sobre el funcionamiento de los servicios públicos y las demás funciones que establezca la ley.

Este organismo contará con un consejo consultivo cuya integración considerará, entre otros, a las y los usuarios y funcionarios de los servicios públicos y las entidades territoriales.&quot;
",APROBADO,110,17,23,5
3760,5062,2022-05-05T16:32:29,".-Artículo 37:

       &quot;Artículo 37.- El Estado fomentará los mercados locales, ferias libres y circuitos cortos de comercialización e intercambio de bienes y productos relacionados a la ruralidad.&quot;
",APROBADO,123,5,23,4
3759,5063,2022-05-05T16:34:17,".-Artículo 38:

       &quot;Artículo 38.- El Estado fomentará el acceso a las nuevas tecnologías, los conocimientos científicos y saberes ancestrales para promover la agricultura campesina e indígena.&quot;
",RECHAZADO,95,23,29,8
3758,5064,2022-05-05T16:36:09,".-Votación del inciso primero del artículo 39:

       &quot;Artículo 39.- El Estado protegerá la función ecológica y social de la tierra.&quot;",APROBADO,109,22,19,5
3757,5065,2022-05-05T16:37:57,".-Votación del inciso segundo del artículo 39:

       &quot;Para ello, se deberá regular su uso y prevenir la concentración de su propiedad, conforme a lo que establezca la ley.&quot;",RECHAZADO,75,45,28,7
3756,5066,2022-05-05T16:39:44,".-Artículo 40:

       &quot;Artículo 40.- El Estado reconoce el derecho al libre uso, manejo e intercambio de semillas campesinas y material vegetal de propagación, conforme a lo que establezca la ley.&quot;
",RECHAZADO,99,26,21,9
3755,5067,2022-05-05T16:47:02,".-Artículo 41:

       &quot;Artículo 41.- El Estado reconoce y apoya la agricultura campesina e indígena, la recolección y la pesca artesanal, entre otros, como actividades fundamentales de la producción de alimentos.&quot;
",APROBADO,109,8,28,10
3754,5068,2022-05-05T16:48:41,".-Votación separada del inciso primero del artículo 42:

       &quot;Artículo 42.- El Estado reconoce la soberanía alimentaria como el derecho a determinar y poner en práctica sistemas propios de producción, procesamiento y distribución de alimentos.&quot;
",RECHAZADO,101,29,19,6
3753,5069,2022-05-05T16:50:15,".-Votación sepatada del inciso segundo del artículo 42:

       &quot;La ley, orientada por el principio precautorio y preventivo, deberá regular la soberanía alimentaria protegiendo la salud humana, los ecosistemas y especies nativas.&quot;
",RECHAZADO,95,32,21,7
3752,5070,2022-05-05T16:52:00,".-Votación del inciso primero del artículo 45:

       &quot;Artículo 45.- El Estado tomará las medidas necesarias para prevenir la violencia y superar las desigualdades que afrontan mujeres y niñas rurales, promoviendo la implementación de políticas públicas para garantizar su acceso igualitario a los derechos que esta Constitución consagra.&quot;
",APROBADO,109,5,37,4
3751,5071,2022-05-05T16:53:36,".-votación separada del inciso segundo del artículo 45:

       &quot;Garantizando que mujeres y niñas rurales cuenten con recursos necesarios para el desarrollo de la vida en el campo y su derecho a permanecer en él.&quot;
",RECHAZADO,99,6,44,6
3750,5072,2022-05-05T16:55:24,".-Inciso segudo del artículo 46:

       &quot;Se fomentará la conectividad regional con especial atención a territorios aislados, rurales y de difícil acceso.&quot;


       
",APROBADO,144,1,6,4
3749,5073,2022-05-05T16:57:05,".-Artículo 47, incisos segundo, tercero, cuarto, y quinto:


       &quot;El Presidente o Presidenta de la República propondrá una terna al gobierno regional, con las y los directores regionales de servicios públicos desconcentrados administrativamente.

       El gobierno regional se pronunciará con su preferencia en el plazo de 15 días.

       Si no lo hiciera, el Presidente o Presidenta de la República efectuará el referido nombramiento.

       El gobernador o gobernadora regional, con el voto de la mayoría de las y los asambleístas regionales, por motivos graves y calificados, podrá solicitar al Presidente o Presidenta de la República la remoción de los funcionarios que ejerzan cargos directivos de los servicios públicos antes referidos.&quot;
",RECHAZADO,80,53,18,4
3748,5074,2022-05-05T16:58:55,".-Artículo 48:

       &quot;Artículo 48.- Las regiones autónomas, para el cumplimiento de sus funciones, podrán establecer sus plantas de personal y las unidades de su estructura interna, en conformidad a la Constitución y la ley.

       Estas facultades serán ejercidas por el Gobernador o Gobernadora Regional, previo acuerdo de la Asamblea Regional, cautelando la carrera funcionaria, su debido financiamiento y el carácter técnico y profesional de dichos empleos.&quot;",APROBADO,136,3,14,2
3747,5075,2022-05-05T17:01:13,".- Números 2, 3 y 4 del artículo 50:

       &quot;2. Administrar sus bienes y patrimonio propio.

      3. Aprobar, rechazar o modificar la inversión de los recursos de los fondos solidarios que se creen y otros recursos públicos que disponga la ley.

      4. Pronunciarse en conjunto con los órganos competentes respecto de los procedimientos de evaluación ambiental.&quot;

      --------------

      (Artículo 50.- Atribuciones de la Asamblea Regional. Son atribuciones de la Asamblea Regional, en  conformidad a la Constitución, la ley y el Estatuto  Regional: 
1. Pronunciarse sobre la convocatoria a consultas o plebiscitos regionales.)",APROBADO,117,23,8,7
3746,5076,2022-05-05T17:03:47,".-Indicación N°58, del cc Mena, para sustituir el artículo 51 por el siguiente:

       “El Gobierno Central se encargará de planificar el ordenamiento territorial del país, debiendo adoptar todas aquellas medidas que resulten necesarias para contar con una distribución eficiente del territorio nacional, con énfasis en la interrelación dinámica entre las personas, el desarrollo de actividades socioeconómicas comunes y la protección de los ecosistemas.

       La ley determinará los mecanismos necesarios para el cumplimiento de esta obligación, garantizando una coordinación permanente entre el Gobierno Central y las demás entidades territoriales, sin perjuicio de las competencias exclusivas de los gobiernos regionales y locales en estas materias”.

",RECHAZADO,39,99,9,8
3745,5077,2022-05-05T17:07:22,".-En votación el artículo 51, con excpeción del inciso cuarto :

       &quot;Artículo 51.- Ordenamiento Territorial. El Estado y las entidades territoriales tienen el deber de ordenar y planificar el territorio nacional. Para esto utilizarán unidades de ordenación que consideren las cuencas hidrográficas.

      Este deber tendrá como fin asegurar una adecuada localización de los asentamientos y las actividades productivas, que permitan tanto un manejo responsable de los ecosistemas como de las actividades humanas, con criterios de equidad y justicia territorial para el bienestar intergeneracional.
La ordenación y planificación de los territorios será vinculante en las materias que la ley determine y realizada de manera coordinada, integrada y enfocada en el interés público, considerando procesos participativos en sus diferentes etapas.&quot;
",APROBADO,114,24,12,5
3744,5078,2022-05-05T17:09:00,".-Votación separada del inciso cuarto del artículo 51:

       &quot;Los planes de ordenamiento y planificación contemplarán los impactos que los usos de suelos causen en la disponibilidad y calidad de las aguas. Estos podrán definir áreas de protección ambiental o cultural.&quot;
",APROBADO,104,21,21,9
3743,5079,2022-05-05T17:10:52,".-Artículo 55:

       &quot;Artículo 55.- De las instituciones estatales de educación superior. En cada región existirá, al menos, una universidad estatal y una institución de formación técnico profesional de nivel superior estatal. Estas se relacionarán de manera coordinada y preferente con las entidades territoriales y servicios públicos con presencia regional, de acuerdo a las necesidades locales.&quot;",APROBADO,111,19,16,9
3742,5080,2022-05-05T17:12:34,".-Votación del inciso cuarto del artículo 56:

      &quot;Los Cuerpos de Bomberos de Chile se sujetarán en todas sus actuaciones a los principios de probidad, transparencia y rendición de cuentas.&quot;
",APROBADO,123,1,23,8
3741,5081,2022-05-05T19:28:02,"1.- Indicación N°2, de CC NEUMANN, para sustituir el artículo 1 (inciso segundo) por el siguiente:

       “Una ley determinará las condiciones de desarrollo, implementación y gestión descentralizada de las redes y servicios de conectividad en un marco de colaboración entre el sector público, privado y la sociedad civil”.",RECHAZADO,34,91,8,22
3740,5082,2022-05-05T19:29:34,"2.- Artículo 1 (inciso segundo):

      “Las autoridades pertinentes junto a la comunidad local podrán gestionar de forma compartida las redes y servicios de conectividad. Su desarrollo e implementación estará determinado por ley.&quot;

      -------------------

     (inciso primero; “Artículo 1.- Infraestructura y gestión de redes y servicios de conectividad. La infraestructura de telecomunicaciones es de interés público, independientemente de su régimen patrimonial.&quot;)
",RECHAZADO,83,35,21,16
3739,5083,2022-05-05T19:31:53,"3.- Indicación N°7, de CC NEUMANN, para sustituir el inciso primero del artículo 2 por el siguiente:

      “Espectro radioeléctrico. El espectro radioeléctrico es un bien nacional de uso público.”",RECHAZADO,45,84,13,13
3738,5084,2022-05-05T19:33:15,"4.- Inciso primero del artículo 2:

      (Inciso primero) &quot;Artículo 2. Espectro radioeléctrico. El espectro radioeléctrico es un bien común natural de carácter inapropiable. Es deber del Estado planificar, gestionar y asignar su uso en todo el territorio, de acuerdo al interés general.&quot;",RECHAZADO,97,34,8,16
3737,5085,2022-05-05T19:34:52,"5.- Indicación N°8, de CC NEUMANN, para sustituir el inciso segundo del artículo 2, por el siguiente:

       “Los derechos de particulares sobre el espectro radioeléctrico, constituidos en conformidad a la ley, otorgarán a sus titulares la propiedad sobre los mismos”",RECHAZADO,29,97,18,11
3736,5086,2022-05-05T19:36:20,"6.- Inciso segundo del artículo 2:

     &quot;El Estado debe evitar la concentración en la distribución del uso del espectro radioeléctrico.&quot;",RECHAZADO,101,32,14,8
3735,5087,2022-05-05T19:38:01,".- Inciso tercero del artículo 2:

      &quot;Corresponderá a la ley determinar la utilización y aprovechamiento del espectro radioeléctrico.&quot;",APROBADO,104,30,8,13
3734,5088,2022-05-05T19:39:36,"7.- Indicación N°9, de CC NEUMANN, para agregar, en el artículo 2, el siguiente inciso nuevo:

      “Los derechos asignados a personas naturales y jurídicas para el uso y aprovechamiento del espectro radioeléctrico otorgarán a sus titulares la propiedad sobre los mismos, en las condiciones que establezca la ley.”",RECHAZADO,35,98,12,10
3733,5089,2022-05-05T19:40:58,"8.- Indicación N°10, de CC NEUMANN, para agregar, en el artículo 2, el siguiente inciso nuevo:

       &quot;“El ejercicio de las atribuciones del Estado sobre el espectro radioeléctrico nunca podrán implicar censura previa o indirecta a las personas y entidades interesadas en su uso y aprovechamiento.&quot;",RECHAZADO,41,93,9,12
3732,5090,2022-05-05T19:42:35,"9.- Artículo 3:

      &quot;Artículo 3. De los Comunes Digitales. El Estado reconoce los Comunes Digitales como un conjunto de bienes intangibles de interés general, basados en datos, información y conocimientos, sujetos a libre uso y gestión compartida.

      Una ley determinará su desarrollo, promoción y protección, bajo los principios de reciprocidad y confianza.”",RECHAZADO,99,32,17,7
3731,5091,2022-05-05T19:44:19,"10.- Artículo 4:

     &quot;Artículo 4.- Consejo Nacional de Comunicaciones. Habrá un Consejo Nacional de Comunicaciones, autónomo, con personalidad jurídica y patrimonio propio, encargado de proteger y promover el derecho a la comunicación social, la libertad de prensa, el pluralismo de los medios de comunicación y la diversidad de información, en los distintos soportes tecnológicos existentes.

      La ley señalará la organización y demás funciones y atribuciones de dicho Consejo. Su composición estará orientada por criterios técnicos y de idoneidad.&quot;",RECHAZADO,94,32,20,9
3730,5092,2022-05-05T19:46:03,"11.- Indicación N°17, de CC NEUMANN, para sustituir el artículo 5 por el siguiente:

      (Artículo 5) “Los medios de comunicación públicos deberán constituirse por ley y mantener total independencia de los órganos y poderes estatales, partidos políticos o intereses particulares. Su financiamiento será público y también podrán recibir aportes de privados en las condiciones que, de acuerdo a la ley, garanticen la adecuada autonomía y funcionamiento de dichos medios.”",RECHAZADO,36,92,11,16
3729,5093,2022-05-05T19:47:49,"12.- Inciso segundo y tercero del Artículo 5:

      &quot;Estos medios de comunicación serán pluralistas, descentralizados, y estarán coordinados entre sí. Asimismo, gozarán de independencia respecto del gobierno y contarán con financiamiento público para su funcionamiento.

     La ley regulará su organización y la composición de sus directorios, la que estará orientada por criterios de idoneidad y técnicos.&quot;

       ---------------

(Artículo 5.- Medios de comunicación públicos. Existirán medios de comunicación públicos en distintos soportes tecnológicos, que respondan a las necesidades informativas, educativas, culturales y de entretenimiento de los diversos grupos de la población.)",APROBADO,112,26,7,10
3728,5094,2022-05-05T19:49:18,"13.- Indicación N°19, del CC NEUMANN, para agregar, en el artículo 5, el siguiente inciso nuevo:

      “Los medios de comunicación públicos, conformados en la forma que establezca la ley, se regirán bajo la regulación aplicable a todos los medios de comunicación y se financiarán de manera colaborativa a través de fondos públicos y privados en las condiciones que establezca el legislador.”",RECHAZADO,39,100,7,9
3727,5095,2022-05-05T19:50:40,"14.- Indicación N°20, del CC NEUMANN, para agregar, en el artículo 5, el siguiente inciso nuevo:

      “Los medios de comunicación públicos se financiarán mediante un sistema mixto, compuesto por aportes del Estado y de privados, en la forma que determine la ley.”",RECHAZADO,37,99,11,8
3726,5096,2022-05-05T19:51:54,"15.- Indicación N°21, del CC NEUMANN, para agregar, en el artículo 5, el siguiente inciso nuevo:

      “Se garantiza la libertad editorial y la autonomía de los medios de comunicación públicos. El Estado en caso alguno puede influir o determinar sus contenidos.”",RECHAZADO,41,80,23,11
3725,5097,2022-05-05T19:53:12,".- 16 Indicación N°22, del CC NEUMANN, para agregar, en el artículo 5, el siguiente inciso nuevo:

      “Solo la ley podrá crear nuevos medios de comunicación públicos, los que serán dirigidos por un directorio plural e independiente, cuya composición, organización y funciones también serán determinados por el legislador.”",RECHAZADO,44,86,14,11
